Cég ID,Cégnév,Alakulás dátuma,Bejegyzés dátuma,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
91917,SZUPERINFÓ-KELET Hirdető és Lapterjesztő Korlátolt Felelősségű Társaság,10/01/2009,12/21/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
96991,Kurens Press Media Korlátolt Felelősségű Társaság,10/14/2011,10/18/2011,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92712,Szegedi Rendezvény- és Médiaközpont Nonprofit Korlátolt Felelelősségű Társaság,09/14/2007,10/27/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93186,ZÖLD ÚJSÁG Tömegkommunikációs és Kiadói Zártkörűen Működő Részvénytársaság,09/26/1991,04/28/1992,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
98179,Euronews Hungary Korlátolt Felelősségű Társaság,11/23/2012,01/11/2013,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92807,SZUPERINFO MAGYARORSZÁG Országos Laphálózatszervező és Tanácsadó Korlátolt Felelősségű Társaság,12/16/2002,02/11/2003,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
99855,Radio Plus Korlátolt Felelősségű Társaság,06/26/2015,07/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,I
92443,Rádió 1 Rádióműsort Készítő és Közlő Korlátolt Felelősségű Társaság,12/01/1994,04/04/1995,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
90779,Euro Publicity Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,11/20/2004,01/04/2005,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,N,N,N
91186,INFORÁDIÓ Műsorszolgáltató Korlátolt Felelősségű Társaság,05/29/1998,06/24/1998,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
91798,Maraton Lapcsoport-Multivizió Kiadói Korlátolt Felelősségű Társaság,07/09/1990,12/19/1990,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
96100,"Krekk-Info Reklám, Terjesztési és Szolgáltató Nonprofit Korlátolt Felelősségű Társaság",06/26/2009,09/01/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92851,Telegráf Kiadó Korlátolt Felelősségű Társaság,04/23/1990,09/10/1990,,N,N,N,N,I,I,I,I,N,N,N,N,I,I,I,I,I,I,I,I,N,N,N,N,N,N,N,N
99582,Nouvelle Media Korlátolt Felelősségű Társaság,06/16/2015,07/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,I
99317,"Mobil Lap Kiadói, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",10/21/2014,10/29/2014,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
98539,Oxygen Group Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,07/19/2010,07/21/2010,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
99604,Karc FM Média Rádiós Médiaszolgáltatást Támogató és Reklám Korlátolt Felelősségű Társaság,07/10/2012,07/13/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I
92259,PANNON PLAKÁT Reklám Korlátolt Felelősségű Társaság,12/01/1997,02/14/1998,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92368,POP Print és Online Piac Korlátolt Felelősségű Társaság,04/19/2010,04/22/2010,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
90828,Fehérvár Médiacentrum Korlátolt Felelősségű Társaság,03/09/1999,03/23/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90518,Médiacentrum Debrecen Korlátolt Felelősségű Társaság,04/22/1993,02/15/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,New Wave Production Informatikai Szolgáltató és Tanácsadó Korlátolt Felelősségű Társaság,01/30/2013,03/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I
92324,Petőfi Lap- és Könyvkiadó Korlátolt Felelősségű Társaság,10/11/1990,11/20/1990,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
90030,A.M. HUNGARY Korlátolt Felelősségű Társaság,01/16/2008,01/30/2008,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
95718,Bálintfy és Társai Ingatlanberuházó Zártkörűen Működő Részvénytársaság,07/11/1990,05/14/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92990,Újpesti Sajtó Szolgáltató Nonprofit Korlátolt Felelősségű Társaság,03/03/2010,03/24/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92510,GYŐR+MÉDIA Zártkörűen Működő Részvénytársaság,10/26/2001,01/21/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90866,Filmmúzeum Műsorszolgáltató Zártkörűen Működő Részvénytársaság,08/13/2008,09/22/2008,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
99814,Insider Media Lapkiadó Korlátolt Felelősségű Társaság,11/06/2015,11/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I
90878,FM1 Kommunikációs és Kulturális Zártkörűen Működő Részvénytársaság,10/27/2009,11/05/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92093,Népújság Korlátolt Felelősségű Társaság Békéscsaba,10/11/1990,02/11/1991,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
96037,STRINGONIUM PRESS Kiadó és Szolgáltató Korlátolt Felelősségű Társaság,04/15/2009,04/27/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93039,VÁROS-KÉP Szolgáltató Nonprofit Korlátolt Felelősségű Társaság,11/25/2008,03/06/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96449,Alföld Kamera Debrecen Szolgáltató Korlátolt Felelősségű Társaság,09/14/2010,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98666,Mediaworks Magazines Kiadó Korlátolt Felelősségű Társaság,01/29/2014,01/31/2014,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
97116,Absolut Media Zártkörűen Működő ,07/27/2011,10/04/2011,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
96270,www.Napi.hu Online Internetes és Információs Szolgáltató Korlátolt Felelősségű Társaság,03/01/2000,06/21/2000,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,I,I
92115,Nógrádi Média Kiadói Korlátolt Felelősségű Társaság,01/01/1999,02/16/1999,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
99819,Napiüzlet Média Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,02/26/2014,04/08/2014,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
91753,Magyarnarancs.hu Lapkiadó Korlátolt Felelősségű Társaság,10/06/1998,11/30/1998,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
90598,Domino Tv Műsorszolgáltató Zártkörűen működő Részvénytársaság,03/30/2006,05/22/2006,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
90621,Duna Médiaszolgáltató Nonprofit Zártkörűen Működő Részvénytársaság,12/01/1989,04/28/1990,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,I,I,I
91920,MIKOM Miskolci Kommunikációs Nonprofit Korlátolt Felelősségű Társaság,06/18/2008,09/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94768,Média-Hatvan Nonprofit Közhasznú Korlátolt Felelősségű Társaság,10/28/2010,12/08/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92645,SPRINT Kereskedelmi és Szolgáltató Korlátolt Felel ősségű Társaság,01/23/1990,04/23/1990,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
91177,IMPRESS-RÉGIÓ Kiadó és Szolgáltató Korlátolt Felelősségű Társaság,11/01/1995,02/03/1997,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,I,I,I
90759,Erzsébetvárosi Média Nonprofit Korlátolt Felelősségű Társaság,05/22/2009,08/04/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92292,Pécsi Kommunikációs Központ Korlátolt Felelősségű Társaság,11/27/1998,01/04/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98812,Színesászmédia Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,04/10/2014,04/30/2014,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
90339,"Budai Polgár Kiadó, Tájékoztató és Kulturális Közhasznú Nonprofit Korlátolt Felelősségű Társaság",05/21/2009,07/22/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90772,EHÍR Esztergomi Hirdető Korlátolt Felelősségű Társaság,08/23/2006,09/12/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92180,Oroszlányi Televízió Korlátolt Felelősségű Társaság,02/26/1992,04/09/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96941,Zselici Forrás Szolgáltató Korlátolt Felelősségű Társaság,07/16/2007,07/24/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97854,Helikon Infó Informatikai és Szolgáltató Korlátolt Felelősségű Társaság,02/28/2006,03/27/2006,,,,,,,,,,,,,,,,,,,,,,c,N,N,N,N,N,N,I
91208,IRODALOM Lap és Könyvkiadó Kulturális Szolgáltató Korlátolt Felelőségű Társaság,10/01/1994,12/07/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98384,Epicenter Market Hungary Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,09/03/2013,09/05/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91108,Hírös Modul Szuperinfó Korlátolt Felelősségű Társaság,01/24/1997,03/05/1997,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
90955,"GONG RÁDIÓ Információs, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",01/09/1996,01/29/1996,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,I,I,I
90043,Absolut Media Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,03/04/1994,11/06/1997,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
97112,Palóc Press Korlátolt Felelősségű Társaság,02/16/2012,02/17/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92513,RF-HOBBY Lapkiadó Korlátolt Felelősségű Társaság,01/05/2004,01/15/2004,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
91040,Haszon Lapkiadó Korlátolt Felelősségű Társaság,01/30/2003,04/07/2003,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92015,MŰSOR-HANG Műsorszolgáltató Zártkörűen Működő Részvénytársaság,10/28/2009,12/17/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,I,I,I
98288,Direct Media Agency Reklám és Kiadó Korlátolt Felelősségű Társaság,12/19/2011,12/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99393,Nógrád Hírcentrum Korlátolt Felelősségű Társaság,12/05/2014,12/13/2014,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
91679,MKIK Szolgáltató Nonprofit Korlátolt Felelősségű Társaság,01/01/2009,03/27/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91541,LÁNCHÍD RÁDIÓ Műsorszolgáltató Korlátolt Felelősségű Társaság,10/09/2006,10/25/2006,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,N,N,N
96351,Mátra Centrum Korlátolt Felelősségű Társaság,09/10/1998,10/05/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97373,SZUPERINFÓ DÉL-KELET MÉDIA Korlátolt Felelősségű Társaság,10/07/2010,11/04/2010,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
92333,Piac és Profit Kiadó Korlátolt Felelősségű Társaság,03/14/1997,04/15/1997,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
91029,Hálózatos Televíziók Zártkörűen Működő Részvénytársaság,07/16/1999,09/20/1999,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,
92263,PANNON-SOPRON Regionális TV Műsorgyártó és Szolgáltató Korlátolt Felelősségű Társaság,05/18/2000,06/09/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95732,Kredit Holding Tömegkommunikációs és Szolgáltató Korlátolt Felelősségű Társaság,09/25/2008,02/24/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,I
93439,Opt Ügynöki Korlátolt Felelősségű Társaság,10/25/2004,12/07/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92287,Pax Televízió Műsorszolgáltató Zártkörűen Működő Részvénytársaság,10/23/2001,12/18/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96716,Zuglói Médiaszolgáltató Korlátolt felelősségű társaság,02/28/2011,03/16/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91860,MEDIACONTACT KÖZTERÜLET Reklámügynökség Korlátolt Felelősségű Társaság,09/18/1996,04/26/1997,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,N,N,N
91824,Tiszapart Média Szolgáltató és Tanácsadó Korlátolt Felelősségű Társaság,01/14/2004,03/04/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93544,Karmapa Korlátolt Felelősségű Társaság,11/17/2009,11/20/2009,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
92754,Szentgotthárd Városi Televízió és Kábelüzemeltető Nonprofit Korlátolt Felelősségű Társaság,05/22/2009,06/03/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91401,Klubrádió Szolgáltató Zártkörűen Működő Részvénytársaság,03/31/2005,06/15/2005,,,,,,,,,,,,,,,,,I,I,I,I,I,N,N,N,N,N,N,N,N
91738,Magyar Televízió Nonprofit Zártkörűen Működő Részvénytársaság,11/18/1996,07/01/2015,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,I,I,I
91719,Magyar Rádió Nonprofit Zártkörűen Működő Részvénytársaság,08/01/1996,08/14/1996,,,,,,,,,,,,,,,,,,,,,,I,I,I,I,I,I,I,I
999999,Egyéb üzemeltető,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
