Cég ID,Cégnév,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
90043,Absolut Media Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,"8600 Siófok, Új piac tér 5.","8600 Siófok, Új piac tér 5.","8600 Siófok, Új piac tér 5.","8600 Siófok, Új piac tér 5.","1021 Budapest, Bölöni Gy u 14. 1. em. 4.","1025 Budapest, Kapy út 25.","1026 Budapest, Pasaréti út 52/b.","1026 Budapest, Pasaréti út 52/b.","1026 Budapest, Pasaréti út 52/b.","1026 Budapest, Pasaréti út 52/b.","1022 Budapest, Alsó Törökvész út 9.","1022 Budapest, Alsó Törökvész út 9.",
90054,ADOC-SEMIC Kiadói és Nyomdai Kft.,"1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.","1106 Budapest, Fehér 10.",
90057,Advenio Műsorszolgáltató Zártkörűen Működő Részvénytársaság,,,,,,,,,,,,"1089 Budapest, Üllői út 102.",
90167,Agro TV-ATV Zrt.,"1134 Budapest, Klapka u 13.","1134 Budapest, Klapka u 13.","1134 Budapest, Klapka u 13.","1134 Budapest, Klapka u 13.","1134 Budapest, Klapka u 13.","1113 Budapest, Daróci utca 82.","1113 Budapest, Daróci utca 82.","1113 Budapest, Daróci utca 82.","1102 Budapest, Kőrösi Csoma Sándor út 19.","1102 Budapest, Kőrösi Csoma Sándor út 19.","1102 Budapest, Kőrösi Csoma Sándor út 19.","1102 Budapest, Kőrösi Csoma Sándor út 31.",
199001,ALFA Televízió Korlátolt Felelősségű Társaság,"1145 Budapest, Róna u. 174.","1145 Budapest, Róna u. 174.",,,,,,,,,,,
199002,ALFÖLDI HIRDETÉSI LAPOK Lapkiadó és Hírlapkereskedelmi Korlátolt Felelősségű Társaság,,,,"6720 Szeged, Stefánia út 10.","6720 Szeged, Stefánia út 10.","6720 Szeged, Stefánia út 10.","6720 Szeged, Stefánia út 10.","6720 Szeged, Stefánia út 10.",,,,,
90156,Artamondó Kft.,"2093 Budajenő, Petőfi utca 8.","2093 Budajenő, Petőfi utca 8.","2093 Budajenő, Petőfi utca 8.","2093 Budajenő, Petőfi utca 8.","1062 Budapest, Andrássy út 124.","1062 Budapest, Andrássy út 124.","1062 Budapest, Andrássy út 124.","1087 Budapest, Százados út 3-13. 10. ép. 18.","1087 Budapest, Százados út 3-13. 10. ép. 18.","1087 Budapest, Százados út 3-13. 10. ép. 18.","1087 Budapest, Százados út 3-13. 10. ép. 18.","1087 Budapest, Százados út 3-13. 10. ép. 18.",
90171,Autó News Kft.,"1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.","1142 Budapest, Dorozsmai u. 74.",
90181,Axel Springer- Magyarország Korlátolt Felelősségű Társaság,"2800 Tatabánya, Felszabadulás tér 4.","2800 Tatabánya, Felszabadulás tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.","2800 Tatabánya, Fő tér 4.",
90180,AXEL SPRINGER-BUDAPEST KIADÓI Kft,"1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.","1122 Budapest, Városmajor u. 11.",
98205,AXN Magyaroszág Szolgáltató Korlátolt Felelősségű Társaság,,,,,,"1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.","1117 Budapest, Irinyi J út 4-20.",
90206,Baja Marketing Bajai Kommunikációs és Marketing Korlátolt Felelősségű Társaság,,,,,,,,,,"6500 Baja (hrsz.880/A/11.), Szentháromság tér 11.","6500 Baja (hrsz.880/A/11.), Szentháromság tér 11.","6500 Baja (hrsz.880/A/11.), Szentháromság tér 11.",
92292,BAR-ZAL Lap-és Könyvkiadó Korlátolt Felelősségű Társaság,,"7623 Pécs, Bajcsy-Zs u 35.","7623 Pécs, Bajcsy-Zs u 35.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi utca 55.","7621 Pécs, Rákóczi út 11.",
199003,B-média Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,,,,,,"1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.","1124 Budapest, Meredek utca 27.",
199004,Bp. Piac Rt.,"1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.",
90339,"Budai Polgár Kiadó, Tájékoztató és Kulturális Közhasznú Nonprofit Korlátolt Felelősségű Társaság",,,,,,,,,,,,"1022 Budapest, Bimbó út 1-5.",
199005,Buda-Pest Európa Televízió Zrt.,,,,,,,,,,,,"1085 Budapest, Orczy út 44-46/B.",
90350,Budapest Magazines Kiadó Korlátolt Felelősségű Társaság,"1077 Budapest, Wesselényi u. 4. III/16.","1077 Budapest, Wesselényi u. 4. III/16.","1077 Budapest, Wesselényi u. 4. III/16.","1077 Budapest, Wesselényi u. 4. III/16.","1077 Budapest, Wesselényi u. 4. III/16.","1088 Budapest, Bródy Sándor utca 9. 1. em. 15.","1088 Budapest, Bródy Sándor utca 9. 1. em. 15.","1014 Budapest, Tárnok utca 3.","1014 Budapest, Tárnok utca 3.","1014 Budapest, Tárnok utca 3.","1014 Budapest, Tárnok utca 3.","1014 Budapest, Tárnok utca 3.",
199006,Budapest Piac Marketing Kft.,,,,,,,"1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.","1148 Budapest, Kerepesi út 52.",
199007,Busz Marketing Korlátolt Felelősségű Társaság,,,,,,,,,,,"1148 Budapest, Kerepesi út 52.","1141 Budapest, Szugló utca 82.",
199008,Cash-Flow Kiadó Kft,"1025 Budapest, Özgida u. 15.","1025 Budapest, Özgida u. 15.","1025 Budapest, Özgida u. 15.","1025 Budapest, Özgida u. 15.","1025 Budapest, ózsefhegyi utca 28-30. A/3.","1025 Budapest, ózsefhegyi utca 28-30. A/3.","1025 Budapest, ózsefhegyi utca 28-30. A/3.","1025 Budapest, ózsefhegyi utca 28-30. A/3.","1025 Budapest, Vérhalom u 12-16. A. ép. 16.","1061 Budapest, Paulay Ede utca 15. III. em. 16.","1066 Budapest, Zichy Jenő utca 40. fszt. 1.","1064 Budapest, Izabella utca 70. 3. em. 1.",
90417,Chello Central Europe Műsorszolgáltató Zártkörűen Működő Részvénytársaság,,,,,,,,,"1139 Budapest, Lomb u 23-27.","1139 Budapest, Lomb u 23-27.","1139 Budapest, Lomb u 23-27.","1139 Budapest, Lomb u 23-27.",
90439,COMEDY CENTRAL MAGYARORSZÁG Zártkörűen Működő Részvénytársaság,,,,,,,,,,,"1113 Budapest, Bocskai út 134-146.","1113 Budapest, Bocskai út 134-146.",
199009,CSONGRÁD MEGYEI PIACZ Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,"6720 Szeged, Stefánia 10.","6720 Szeged, Stefánia 10.",,,,,,,,,,,
199010,Déli Hírlap Korlátolt Felelősségű Társaság,"3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.","3530 Miskolc, Széchenyi u. 107.",,
199011,"DÉLMAGYARORSZÁG Könyv-, Lapkiadó és Nyomdaipari Korlátolt Felelősségű Társaság","6740 Szeged, Stefánia 10.","6740 Szeged, Stefánia 10.","9022 Győr, Újlak út 4. A. ép.",,,,,,,,,,
199012,DIÉTA Magazin Kiadó és Kulturális Szolgáltató Korlátolt Felelősségű Társaság,"1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1088 Budapest, Múzeum u. 9.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.","1221 Budapest, Ady Endre u. 147.",,
199013,DIGITÁLFOTÓ Lapkiadó és Kereskedelmi Korlátolt Felelősségű Társaság,,,,"1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.","1051 Budapest, Szerb utca 17-19.",,
98206,Discovery Hungary Média Szolgáltató Korlátolt Felelősségű Társaság,,,,,,,,,"1072 Budapest, Rákóczi út 42.","1072 Budapest, Rákóczi út 42.","1072 Budapest, Rákóczi út 42.","1133 Budapest, Váci út 76.",
199014,DL-AMS Média Korlátolt Felelősségű Társaság,"1137 Budapest, Szent István park 17.","1118 Budapest, Citadella sétány","1024 Budapest, Lövőház u 8-10.","1024 Budapest, Lövőház u 8-10.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.","1024 Budapest, Lövőház u 2-6.",
90598,Domino TV Műsorszolgáltató Zártkörűen Működő Részvénytársaság,,,,,,,,,"1238 Budapest, Helsinki út 105.","1065 Budapest, Nagymező u. 3.","1065 Budapest, Nagymező u. 3.","1065 Budapest, Nagymező u. 3.",
199016,DUNA MÉDIA Korlátolt Felelősségű Társaság,,,,,,,,"1118 Budapest, Regős köz 5. 3. em. 16.","1118 Budapest, Regős köz 5. 3. em. 16.","4030 Debrecen, Vágóhíd utca 3/A.","4030 Debrecen, Vágóhíd utca 3/A.","4030 Debrecen, Vágóhíd utca 3/A.",
90621,Duna Televízió Rt.,"1016 Budapest, Mészáros u. 48-54.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.","1016 Budapest, Mészáros u 48.",
90648,"Echo Hungária TV Televíziózási, Kommunikációs és Szolgáltató Rt.",,,,,,,,"1145 Budapest, Törökőr u. 78.","1145 Budapest, Törökőr u. 78.","1145 Budapest, Törökőr u. 78.","1145 Budapest, Törökőr u. 78.","1145 Budapest, Törökőr u. 78.",
90653,Editorial Vagyonkezelő és Tanácsadó Korlátolt Felelősségű Társaság,,,,,"1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.","1087 Budapest, Könyves Kálmán krt 76.",
90772,EHÍR Esztergomi Hirdető Korlátolt Felelősségű Társaság,,,,,,,,,"2500 Esztergom, Deák Ferenc utca 4.","2500 Esztergom, Deák Ferenc utca 4.","2500 Esztergom, Deák Ferenc utca 4.","2500 Esztergom, Deák Ferenc utca 4.",
199017,EKH Egyesült Kiadói Holding Korlátolt Felelősségű Társaság,"1022 Budapest, Törökvész út 30/a.","1022 Budapest, Törökvész út 30/a.","1037 Budapest, Bokor u 15-19.","1037 Budapest, Bokor u 15-19.",,,,,,,,,
199018,Erasmus Press Kiadói Korlátolt Felelősségű Társaság,"1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.","1037 Budapest, Bokor u. 15-19.",,,,,
92461,EST RÁDIÓ Tömegkommunikációs és Kultúrális Szolgáltató Korlátolt Felelősségű Társaság,,"1145 Budapest, Mexikói út 28. B. ép.","1036 Budapest, Lajos u 78. 5. em.","1036 Budapest, Lajos u 78. 5. em.","1036 Budapest, Lajos u 78. 5. em.","1064 Budapest, Vörösmarty utca 67.","1064 Budapest, Vörösmarty utca 67.","1064 Budapest, Vörösmarty utca 67.","1064 Budapest, Vörösmarty utca 67.","1025 Budapest, Csévi utca 7/b.","1025 Budapest, Csévi utca 7/b.","1025 Budapest, Csévi utca 7/b.",
92534,Euroinvest Kommunikácios Korlátolt Felelősségű Társaság,"1118 Budapest, Citadella sétány 1.","1016 Budapest, Lisznyai u 38.","1016 Budapest, Lisznyai u 38.","1016 Budapest, Lisznyai u 38.","1016 Budapest, Lisznyai u 38.","1016 Budapest, Lisznyai u 38.","1138 Budapest, Váci út 141.","1138 Budapest, Váci út 141.","1138 Budapest, Váci út 141.","2092 Budakeszi, Ady Endre u 2.","1016 Budapest, Naphegy tér 8.","1016 Budapest, Naphegy tér 8.",
90782,EUROMÉDIA KIADÓ Lapkiadó és Reklámügynökség Korlátolt Felelősségű Társaság,,,,,,,,,"1125 Budapest, Diósárok utca 26/B.","1125 Budapest, Diósárok utca 26/B.","1125 Budapest, Diósárok utca 26/B.","1125 Budapest, Diósárok utca 26/B.",
199019,EURO-PEGAZUS HUNGARY Kereskedelmi és Szolgáltató Kft.,"6724 Szeged, Csemegi u. 4.","6724 Szeged, Csemegi u. 4.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.","6724 Szeged, Teréz u. 30.",
90804,Expressz Magyarország Zrt.,,,"1146 Budapest, Erzsébet királyné útja 1/c.","1146 Budapest, Erzsébet királyné útja 1/c.","1146 Budapest, Erzsébet királyné útja 1/c.","1146 Budapest, Erzsébet királyné útja 1/c.","1146 Budapest, Erzsébet királyné útja 1/c.","1131 Budapest, Babér u. 7.","1131 Budapest, Babér u. 7.","1131 Budapest, Babér u. 7.","1131 Budapest, Babér u. 7.","1131 Budapest, Babér u. 7.",
199020,FAIR SYSTEM Kiállitásszervező és Ügynöki Korlátolt Felelősségű Társaság,"3529 Miskolc, Aulich L. u. l.1/2.",,,,,,,,,,,,
199021,Fejér Megyei Hírlap Kiadó Korlátolt Felelősségű Társaság,"8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.","8000 Székesfehérvár, Honvéd u. 8.",,
199022,Figyelő Kiadói Részvénytársaság,"1054 Budapest, Alkotmány u. 10.","1054 Budapest, Alkotmány u. 10.",,,,,,,,,,,
90866,Filmmúzeum Műsorszolgáltató Zártkörűen Működő Részvénytársaság,,,,,,,,,,,"1139 Budapest, Lomb utca 23-27.","1139 Budapest, Lomb utca 23-27.",
199023,Filmmúzeum Rt.,,,"1036 Budapest, Nagyszombat u 1.","1036 Budapest, Nagyszombat u 1.","1036 Budapest, Nagyszombat u 1.","1033 Budapest, Hajógyári-sziget 307. ép.","1035 Budapest, Raktár utca 25.","1035 Budapest, Raktár utca 25.","1035 Budapest, Raktár utca 25.","1035 Budapest, Raktár utca 25.","1139 Budapest, Lomb u 23-27.",,
90878,FM1 Kommunikációs és Kulturális Zártkörűen Működő Részvénytársaság,,,,,,,,,,,,"1036 Budapest, Lajos utca 74-76.",
199024,FRENK Reklám és Kiadó Korlátolt Felelősségű Társaság,,,"2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.","2112 Veresegyház, Baragödör u 9.",
98178,Geo Sales & Promo Korlátolt Felelősségű Társaság,,,,,"1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1036 Budapest, Lajos utca 48-66.","1036 Budapest, Lajos utca 48-66.","1036 Budapest, Lajos utca 48-66.",
199025,GEOHOLDING Vállalkozási Részvénytársaság,"1037 Budapest, Bojtár u.66.","1037 Budapest, Bojtár u.66.","1037 Budapest, Bojtár u.66.","1022 Budapest, Bég u 3-5.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1125 Budapest, Istenhegyi út 59-61.","1036 Budapest, Lajos utca 48-66.","1036 Budapest, Lajos utca 48-66.","1036 Budapest, Lajos utca 48-66.",
